_time,src_ip,dst_ip,user,action,EventCode,dest_port,ParentImage,Image,CommandLine,bytes_out,hash,url
2024-03-15 08:00:12,10.0.0.11,104.16.249.249,a.jones,ALLOWED,4624,443,,,,,https://github.com/
2024-03-15 08:00:23,10.0.0.53,140.82.121.4,j.smith,ALLOWED,4624,53,,,,,https://office.com/
2024-03-15 08:00:30,10.0.0.11,142.250.80.46,a.jones,ALLOWED,4624,443,,,,,https://cloudflare.com/
2024-03-15 08:00:36,10.0.0.45,151.101.1.140,k.wilson,ALLOWED,4624,53,,,,,https://linkedin.com/
2024-03-15 08:01:15,10.0.0.36,151.101.1.140,s.lee,ALLOWED,4624,53,,,,,https://microsoft.com/
2024-03-15 08:01:20,10.0.0.58,151.101.1.140,k.wilson,ALLOWED,4624,80,,,,,https://microsoft.com/
2024-03-15 08:01:42,10.0.0.19,151.101.1.140,m.garcia,ALLOWED,4624,443,,,,,https://google.com/
2024-03-15 08:02:11,10.0.0.16,104.16.249.249,m.garcia,ALLOWED,4624,53,,,,,https://microsoft.com/
2024-03-15 08:02:18,10.0.0.56,13.107.42.14,d.brown,ALLOWED,4624,443,,,,,https://office.com/
2024-03-15 08:02:28,10.0.0.45,104.16.249.249,k.wilson,ALLOWED,4624,53,,,,,https://microsoft.com/
2024-03-15 08:02:45,10.0.0.55,142.250.80.46,j.smith,ALLOWED,4624,53,,,,,https://github.com/
2024-03-15 08:03:08,10.0.0.15,151.101.1.140,j.smith,ALLOWED,4624,80,,,,,https://microsoft.com/
2024-03-15 08:03:42,10.0.0.50,104.16.249.249,a.jones,ALLOWED,4624,80,,,,,https://microsoft.com/
2024-03-15 08:04:00,10.0.0.52,104.16.249.249,k.wilson,ALLOWED,4624,53,,,,,https://linkedin.com/
2024-03-15 08:04:09,10.0.0.48,151.101.1.140,d.brown,ALLOWED,4624,53,,,,,https://github.com/
2024-03-15 08:04:24,10.0.0.39,13.107.42.14,m.garcia,ALLOWED,4624,53,,,,,https://linkedin.com/
2024-03-15 08:05:04,10.0.0.24,104.16.249.249,j.smith,ALLOWED,4624,443,,,,,https://google.com/
2024-03-15 08:05:29,10.0.0.35,104.16.249.249,j.smith,ALLOWED,4624,443,,,,,https://cloudflare.com/
2024-03-15 08:05:54,10.0.0.23,13.107.42.14,s.lee,ALLOWED,4624,53,,,,,https://office.com/
